DATE,TIME,EPOCH_TIME,CH4,CO2,H2O,N2O,NH3
14/12/2023,7:33:36,1702568064,1.811792,406.912506,1.665784,0.324306,1.155578
14/12/2023,8:33:36,1702571648,1.811161,406.873871,1.697227,0.323363,1.347479
14/12/2023,9:33:36,1702575232,1.814197,406.488556,1.724604,0.322855,1.474019
14/12/2023,10:33:36,1702578816,1.810993,406.424438,1.732131,0.323043,1.500813
14/12/2023,11:33:37,1702582400,1.805959,404.479187,1.770914,0.323181,1.505496
14/12/2023,12:33:37,1702585984,1.805024,403.776886,1.789284,0.322882,1.521889
14/12/2023,13:33:38,1702589568,1.804979,403.64917,1.76877,0.323611,1.56972
14/12/2023,14:33:38,1702593280,1.804144,403.264526,1.735204,0.322867,1.603925
14/12/2023,15:33:39,1702596864,1.802822,402.917389,1.778382,0.3228,1.672906
14/12/2023,16:33:40,1702600448,1.800965,403.197266,1.785005,0.323093,1.662617
14/12/2023,17:33:39,1702604032,1.799746,403.30838,1.852789,0.322901,1.665535
14/12/2023,18:33:42,1702607616,1.80246,404.213257,1.879625,0.322846,1.584188
14/12/2023,19:33:42,1702611200,1.80162,404.729462,1.898991,0.322409,1.475048
14/12/2023,20:33:40,1702614784,1.802534,407.693329,1.908403,0.322149,1.391416
14/12/2023,21:33:42,1702618368,1.807686,409.573273,1.916099,0.322462,1.292709
14/12/2023,22:33:42,1702622080,1.81636,412.999756,1.921473,0.32254,1.196289
14/12/2023,23:33:46,1702625664,1.826838,417.156128,1.957372,0.322937,1.148193
15/12/2023,0:33:44,1702629248,1.851718,424.147797,1.963623,0.322712,1.119465
15/12/2023,1:33:45,1702632832,1.994044,433.049103,1.940201,0.323748,1.079511
15/12/2023,2:33:45,1702636416,2.147721,438.149261,1.924475,0.324148,1.035973
15/12/2023,3:33:45,1702640000,2.107761,436.710266,1.919422,0.324296,1.020153
15/12/2023,4:33:46,1702643584,1.990182,431.986755,1.939508,0.323387,1.012966
15/12/2023,5:33:47,1702647168,1.923815,425.794037,1.935682,0.322979,0.98381
15/12/2023,6:33:47,1702650880,2.149273,427.256592,1.928197,0.322047,0.936337
15/12/2023,7:33:46,1702654464,2.022873,419.98819,1.68523,0.32477,0.870295
15/12/2023,8:33:46,1702658048,1.891699,416.645721,1.087945,0.328396,0.944983
15/12/2023,9:33:48,1702661632,1.85164,414.83902,0.832024,0.330644,1.01828
15/12/2023,10:33:47,1702665216,1.846881,413.129364,0.715917,0.331705,0.655728
15/12/2023,11:33:48,1702668800,1.840463,411.358215,0.672458,0.332043,0.565068
15/12/2023,12:33:47,1702672384,1.84222,411.062012,0.651202,0.33221,0.53549
15/12/2023,13:33:51,1702675968,1.840341,410.720245,0.641588,0.332169,0.517768
15/12/2023,14:33:49,1702679680,1.873268,411.509399,1.250502,0.326274,0.759026
15/12/2023,15:33:49,1702683264,1.864903,411.643677,1.20257,0.32687,0.633068
15/12/2023,16:33:50,1702686848,1.860317,412.420715,1.260749,0.326322,0.639729
15/12/2023,17:33:53,1702690432,1.857217,412.128265,1.651341,0.32399,0.747722
15/12/2023,18:33:53,1702694016,1.812286,406.378876,1.978234,0.321944,0.817743
15/12/2023,19:33:52,1702697600,1.807269,404.37735,1.958699,0.321548,0.768273
15/12/2023,20:33:53,1702701184,1.806251,403.686829,1.909817,0.321956,0.771711
15/12/2023,21:33:53,1702704896,1.813733,404.738953,1.831883,0.32218,0.787274
15/12/2023,22:33:53,1702708480,1.81064,404.673126,1.818472,0.322614,0.796386
15/12/2023,23:33:53,1702712064,1.807109,404.948212,1.754092,0.322112,0.782928
16/12/2023,0:33:56,1702715648,1.809757,405.487244,1.730764,0.323124,0.784696
16/12/2023,1:33:55,1702719232,1.82253,406.513184,1.686545,0.323307,0.788639
16/12/2023,2:33:56,1702722816,1.856973,407.607086,1.694034,0.323366,0.786521
16/12/2023,3:33:55,1702726400,1.855121,409.950195,1.717822,0.32315,0.781065
16/12/2023,4:33:58,1702729984,1.830505,406.942535,1.761354,0.322978,0.776456
16/12/2023,5:33:57,1702733696,1.812803,405.617401,1.764844,0.322838,0.765648
16/12/2023,6:33:59,1702737280,1.805182,405.694519,1.769755,0.322554,0.744748
16/12/2023,7:33:56,1702740864,1.805221,405.439056,1.769212,0.322947,0.730058
16/12/2023,8:33:59,1702744448,1.80399,404.964203,1.759406,0.322273,0.714162
16/12/2023,9:33:59,1702748032,1.804851,404.645416,1.734306,0.32256,0.682382
16/12/2023,10:33:59,1702751616,1.805152,404.758606,1.705183,0.323205,0.67519
16/12/2023,11:34:01,1702755200,1.805439,404.396698,1.645757,0.323342,0.696227
16/12/2023,12:33:59,1702758784,1.804311,403.766754,1.60884,0.323253,0.725927
16/12/2023,13:34:02,1702762496,1.803851,403.54895,1.592715,0.323343,0.771771
16/12/2023,14:34:02,1702766080,1.800991,402.181976,1.708727,0.322592,0.826107
16/12/2023,15:34:01,1702769664,1.799711,401.877533,1.762009,0.322131,0.833402
16/12/2023,16:34:02,1702773248,1.79971,402.387543,1.781947,0.321747,0.819715
16/12/2023,17:34:02,1702776832,1.80233,403.379059,1.743559,0.32266,0.778568
16/12/2023,18:34:04,1702780416,1.802595,404.27713,1.723578,0.322336,0.794117
16/12/2023,19:34:05,1702784000,1.803721,405.303436,1.801259,0.321957,0.819569
16/12/2023,20:34:05,1702787584,1.80178,404.773071,1.892992,0.322149,0.805615
16/12/2023,21:34:05,1702791296,1.803607,405.430237,1.96527,0.321742,0.8051
16/12/2023,22:34:05,1702794880,1.802856,407.97171,2.003585,0.321654,0.822536
16/12/2023,23:34:07,1702798464,1.818,417.013275,2.011014,0.321743,0.807862
17/12/2023,0:34:08,1702802048,2.03582,423.18277,1.999636,0.322081,0.797034
17/12/2023,1:34:07,1702805632,2.218506,427.749542,1.99036,0.322132,0.766006
17/12/2023,2:34:07,1702809216,2.041229,430.644287,1.980018,0.323599,0.768436
17/12/2023,3:34:07,1702812800,2.016367,437.189545,1.971212,0.324206,0.770867
17/12/2023,4:34:08,1702816512,2.020136,436.541351,2.036359,0.323331,0.761308
17/12/2023,5:34:10,1702820096,1.979705,421.378937,2.083561,0.32243,0.773618
17/12/2023,6:34:09,1702823680,1.91072,418.524719,2.052382,0.322365,0.836019
17/12/2023,7:34:09,1702827264,1.893349,418.340393,2.05807,0.322082,0.905995
17/12/2023,8:34:10,1702830848,1.868752,414.575439,2.106355,0.321536,0.910049
17/12/2023,9:34:11,1702834432,1.82972,408.449432,2.100794,0.321528,0.913222
17/12/2023,10:34:10,1702838016,1.811417,404.736511,2.097459,0.321532,0.968741
17/12/2023,11:34:10,1702841600,1.808341,403.286591,2.145273,0.321445,1.011394
17/12/2023,12:34:11,1702845312,1.803147,401.595734,2.212374,0.320602,1.096964
17/12/2023,13:34:13,1702848896,1.797933,401.070923,2.252089,0.321042,1.196852
17/12/2023,14:34:13,1702852480,1.794379,400.288879,2.290876,0.320224,1.269628
17/12/2023,15:34:12,1702856064,1.794199,400.537933,2.337633,0.320507,1.288296
17/12/2023,16:34:12,1702859648,1.790261,400.059418,2.396378,0.320033,1.267726
17/12/2023,17:34:14,1702863232,1.788641,400.886169,2.419382,0.320111,1.2315
17/12/2023,18:34:13,1702866816,1.790489,402.754242,2.482693,0.319803,1.117482
17/12/2023,19:34:14,1702870400,1.798399,405.638733,2.469577,0.319833,0.977636
17/12/2023,20:34:13,1702874112,1.814759,409.599579,2.457975,0.31981,0.91302
17/12/2023,21:34:14,1702877696,1.830093,413.902954,2.462884,0.319967,0.863923
17/12/2023,22:34:14,1702881280,1.84179,413.147705,2.471398,0.319425,0.862858
17/12/2023,23:34:15,1702884864,1.847961,408.849792,2.461865,0.320624,0.789349
18/12/2023,0:34:14,1702888448,1.839149,407.511536,2.481281,0.320617,0.705772
18/12/2023,1:34:14,1702892032,1.827254,405.27832,2.56188,0.320052,0.624719
18/12/2023,2:34:19,1702895616,1.805519,404.26889,2.543445,0.319884,0.548806
18/12/2023,3:34:17,1702899200,1.837914,407.969086,2.560607,0.319367,0.544889
18/12/2023,4:34:20,1702902912,1.980348,416.533783,2.548314,0.319907,0.548527
18/12/2023,5:34:18,1702906496,1.960165,412.202728,2.511569,0.320003,0.493548
18/12/2023,6:34:18,1702910080,1.910121,413.197693,2.473291,0.32171,0.465603
18/12/2023,7:34:20,1702913664,2.033069,418.893311,2.429781,0.321179,0.532972
18/12/2023,8:34:19,1702917248,1.994462,419.584717,2.404963,0.321296,0.55197
18/12/2023,9:34:21,1702920832,1.991997,417.102417,2.356821,0.321279,0.577762
18/12/2023,10:34:20,1702924416,1.940389,413.449585,2.278633,0.321625,0.639344
18/12/2023,11:34:22,1702928000,1.894197,412.660431,1.996801,0.321836,0.718892
18/12/2023,12:34:22,1702931712,1.879075,410.867126,1.903965,0.322279,0.851063
18/12/2023,13:34:19,1702935296,1.864082,408.354156,1.983843,0.322052,1.223542
18/12/2023,14:34:21,1702938880,1.867039,407.080322,2.052075,0.321909,1.465681
18/12/2023,15:34:21,1702942464,1.87227,408.767792,1.907483,0.322363,1.548877
18/12/2023,16:34:21,1702946048,1.894025,410.979919,1.873484,0.322846,1.647149
18/12/2023,17:34:24,1702949632,1.868938,411.981354,1.705362,0.323297,1.679626
18/12/2023,18:34:21,1702953216,1.835343,408.464111,1.913203,0.322359,1.855151
18/12/2023,19:34:23,1702956800,1.817174,405.356354,2.076143,0.321182,1.95844
18/12/2023,20:34:25,1702960512,1.812614,404.754883,2.132781,0.321165,1.901664
18/12/2023,21:34:23,1702964096,1.814051,404.696136,2.133301,0.321418,1.7116
18/12/2023,22:34:25,1702967680,1.819962,405.31485,2.057607,0.321547,1.513427
18/12/2023,23:34:26,1702971264,1.833081,408.86731,2.165257,0.321686,1.357477
19/12/2023,0:34:29,1702974848,1.833245,408.004059,2.154609,0.321417,1.330095
19/12/2023,1:34:26,1702978432,1.827024,409.02713,2.115849,0.321415,1.264615
19/12/2023,2:34:25,1702982016,1.827996,410.407257,2.106024,0.322248,1.200399
19/12/2023,3:34:27,1702985728,1.82556,411.436157,2.011383,0.322056,1.115427
19/12/2023,4:34:27,1702989312,1.821023,410.122589,1.852621,0.323107,1.055543
19/12/2023,5:34:29,1702992896,1.818683,408.744934,1.801466,0.322536,1.099706
19/12/2023,6:34:28,1702996480,1.824502,408.243439,1.78548,0.32269,1.159395
19/12/2023,7:34:28,1703000064,1.818679,406.891357,1.775907,0.322352,1.224197
19/12/2023,8:34:27,1703003648,1.823008,406.633759,1.762229,0.322715,1.278451
19/12/2023,9:34:27,1703007232,1.83273,407.362854,1.758426,0.322628,1.309437
19/12/2023,10:34:30,1703010816,1.827189,406.449219,1.730133,0.322748,1.334316
19/12/2023,11:34:29,1703014528,1.83148,406.728333,1.714196,0.322932,1.348905
19/12/2023,12:34:29,1703018112,1.837151,407.249207,1.728095,0.322768,1.343191
19/12/2023,13:34:30,1703021696,1.830167,407.781097,1.706451,0.323277,1.360269
19/12/2023,14:34:29,1703025280,1.830395,406.332581,1.660256,0.323324,1.345899
19/12/2023,15:34:31,1703028864,1.829228,406.265411,1.649828,0.323378,1.36061
19/12/2023,16:34:30,1703032448,1.833611,407.743896,1.627446,0.323652,1.366756
19/12/2023,17:34:30,1703036032,1.840079,408.53418,1.624175,0.32358,1.363814
19/12/2023,18:34:33,1703039616,1.891114,409.799866,1.610639,0.323847,1.36598
19/12/2023,19:34:34,1703043328,1.929649,410.624756,1.602046,0.323948,1.374956
19/12/2023,20:34:32,1703046912,1.909853,412.007904,1.580061,0.324613,1.371429
19/12/2023,21:34:32,1703050496,1.950459,414.742798,1.518568,0.324596,1.346087
19/12/2023,22:34:34,1703054080,1.991469,416.344727,1.491037,0.325219,1.352216
19/12/2023,23:34:33,1703057664,2.019255,416.362701,1.494884,0.32577,1.374764
20/12/2023,0:34:35,1703061248,2.112574,420.296753,1.527043,0.326545,1.382286
20/12/2023,1:34:36,1703064832,2.109694,422.138062,1.552869,0.32541,1.355157
20/12/2023,2:34:33,1703068416,2.080653,424.979004,1.573431,0.326434,1.357569
20/12/2023,3:34:34,1703072128,2.15533,428.53421,1.58733,0.326179,1.35024
20/12/2023,4:34:36,1703075712,2.111564,425.599365,1.634876,0.324924,1.339043
20/12/2023,5:34:37,1703079296,1.998235,413.276031,1.732333,0.323497,1.351332
20/12/2023,6:34:38,1703082880,1.871376,408.206482,1.773014,0.322877,1.318656
20/12/2023,7:34:38,1703086464,1.840858,407.656982,1.729512,0.322872,1.242763
20/12/2023,8:34:37,1703090048,1.830088,406.562866,1.687204,0.323325,1.195918
20/12/2023,9:34:37,1703093632,1.825712,406.388062,1.622671,0.323605,1.169948
20/12/2023,10:34:36,1703097216,1.817435,409.355225,1.569211,0.323622,1.158774
20/12/2023,11:34:37,1703100928,1.815395,406.590179,1.526487,0.324517,1.178026
20/12/2023,12:34:39,1703104512,1.815153,405.281311,1.466768,0.32435,1.186854
20/12/2023,13:34:36,1703108096,1.815245,404.998199,1.386497,0.324759,1.23919
20/12/2023,14:34:40,1703111680,1.81167,404.123993,1.405356,0.324309,1.330442
20/12/2023,15:34:39,1703115264,1.809136,403.718445,1.407182,0.324983,1.399167
20/12/2023,16:34:40,1703118848,1.81292,404.40564,1.408024,0.324206,1.460986
20/12/2023,17:34:42,1703122432,1.81554,405.136871,1.418679,0.324502,1.480651
20/12/2023,18:34:42,1703126144,1.821794,405.97702,1.415596,0.324434,1.508569
20/12/2023,19:34:41,1703129728,1.824623,406.748016,1.424935,0.324188,1.544893
20/12/2023,20:34:41,1703133312,1.821658,406.557281,1.410633,0.324767,1.5465
20/12/2023,21:34:40,1703136896,1.909081,407.598206,1.390542,0.324496,1.542429
20/12/2023,22:34:44,1703140480,1.86555,408.448273,1.404442,0.324931,1.515791
20/12/2023,23:34:43,1703144064,1.923488,409.579041,1.404671,0.324902,1.494751
21/12/2023,0:34:43,1703147648,1.910017,409.036957,1.384917,0.324722,1.486353
21/12/2023,1:34:44,1703151232,1.87438,409.456116,1.368367,0.324781,1.460816
21/12/2023,2:34:42,1703154944,1.922495,412.919891,1.360538,0.324619,1.468714
21/12/2023,3:34:41,1703158528,2.023594,418.237854,1.349228,0.325693,1.453767
21/12/2023,4:34:45,1703162112,2.03608,417.708099,1.325349,0.325951,1.456011
21/12/2023,5:34:44,1703165696,1.917465,413.571503,1.309592,0.326047,1.470084
21/12/2023,6:34:46,1703169280,1.89119,408.902771,1.303842,0.325748,1.457738
21/12/2023,7:34:44,1703172864,1.92087,407.033325,1.322792,0.325262,1.424129
21/12/2023,8:34:46,1703176448,1.870829,406.041656,1.288537,0.325432,1.401276
21/12/2023,9:34:47,1703180032,1.833522,405.800751,1.257775,0.325644,1.488422
21/12/2023,10:34:47,1703183744,1.826616,407.218201,1.279824,0.325689,1.462589
21/12/2023,11:34:47,1703187328,1.821979,407.388214,1.207991,0.32609,1.405898
21/12/2023,12:34:47,1703190912,1.819027,406.446991,1.205356,0.326331,1.500733
21/12/2023,13:34:47,1703194496,1.81434,405.444916,1.21991,0.32582,1.525083
21/12/2023,14:34:47,1703198080,1.810703,404.935516,1.308504,0.325058,1.519526
21/12/2023,15:34:51,1703201664,1.811594,404.761749,1.298941,0.325258,1.553397
21/12/2023,16:34:50,1703205248,1.811226,404.893555,1.348724,0.324904,1.597623
21/12/2023,17:34:49,1703208832,1.812781,405.158142,1.422223,0.324422,1.681302
21/12/2023,18:34:49,1703212544,1.818302,406.143677,1.47552,0.32377,1.536843
21/12/2023,19:34:48,1703216128,1.822947,407.261353,1.535917,0.323329,1.469822
21/12/2023,20:34:46,1703219712,1.832123,408.129272,1.578036,0.323271,1.451746
21/12/2023,21:34:50,1703223296,1.862503,410.279663,1.594603,0.3236,1.417392
21/12/2023,22:34:49,1703226880,1.872706,412.293579,1.576273,0.323864,1.334961
21/12/2023,23:34:50,1703230464,1.911002,409.961731,1.5233,0.32416,1.286816
22/12/2023,0:34:50,1703234048,2.162808,413.893005,1.504844,0.324914,1.263899
22/12/2023,1:34:53,1703237632,2.117886,419.641296,1.515848,0.324734,1.236706
22/12/2023,2:34:50,1703241344,2.041235,424.751068,1.523664,0.326188,1.189964
22/12/2023,3:34:51,1703244928,2.063865,429.232391,1.510486,0.325804,1.160414
22/12/2023,4:34:53,1703248512,2.312672,427.859589,1.515732,0.3258,1.146588
22/12/2023,5:34:51,1703252096,2.217393,417.180817,1.612924,0.323902,1.151334
22/12/2023,6:34:52,1703255680,2.158635,414.531006,1.581037,0.323917,1.107888
22/12/2023,7:34:52,1703259264,1.869918,407.6091,1.574672,0.32382,1.069591
22/12/2023,8:34:54,1703262848,1.865282,407.902405,1.548354,0.324314,1.061235
22/12/2023,9:34:54,1703266432,1.838383,406.0354,1.666194,0.323197,1.080057
22/12/2023,10:34:51,1703270144,1.831952,405.206635,1.639291,0.323676,1.084225
22/12/2023,11:34:55,1703273728,1.830859,405.295898,1.59578,0.323386,1.052288
22/12/2023,12:34:54,1703277312,1.824464,404.206635,1.609865,0.324108,1.120387
22/12/2023,13:34:56,1703280896,1.820235,403.271454,1.624385,0.323953,1.192292
22/12/2023,14:34:55,1703284480,1.817299,403.363739,1.59675,0.32403,1.245403
22/12/2023,15:34:54,1703288064,1.809448,403.499573,1.579093,0.324094,1.31066
22/12/2023,16:34:55,1703291648,1.804542,403.2052,1.669372,0.323097,1.387086
22/12/2023,17:34:56,1703295232,1.803811,403.928955,1.702586,0.322813,1.393182
22/12/2023,18:34:56,1703298944,1.801309,404.8396,1.707418,0.322827,1.301981
22/12/2023,19:34:54,1703302528,1.802886,405.8479,1.73638,0.322699,1.185034
22/12/2023,20:34:55,1703306112,1.805305,406.431824,1.749657,0.322945,1.141483
22/12/2023,21:34:55,1703309696,1.804958,407.26532,1.768611,0.322588,1.112319
22/12/2023,22:34:55,1703313280,1.814336,407.999878,1.791971,0.323238,1.064414
22/12/2023,23:34:57,1703316864,1.821601,410.257416,1.835977,0.322897,1.023894
23/12/2023,0:34:57,1703320448,1.814509,412.633423,1.860066,0.322318,0.974915
23/12/2023,1:34:56,1703324160,1.830093,415.616516,1.896447,0.32241,0.931356
23/12/2023,2:34:58,1703327744,1.857164,416.993896,1.939877,0.323003,0.910052
23/12/2023,3:34:56,1703331328,1.948642,428.588379,1.997979,0.322684,0.870096
23/12/2023,4:34:57,1703334912,2.0041,425.108063,2.004951,0.323438,0.846554
23/12/2023,5:34:59,1703338496,1.923062,412.737061,1.997223,0.323091,0.830983
23/12/2023,6:34:57,1703342080,1.830211,407.286804,1.934858,0.322907,0.791723
23/12/2023,7:34:57,1703345664,1.82076,405.094879,1.807139,0.323243,0.754003
23/12/2023,8:34:57,1703349248,1.810849,404.288116,1.915698,0.32298,0.746368
23/12/2023,9:34:59,1703352960,1.819027,405.950348,1.997074,0.322419,0.703315
23/12/2023,10:35:00,1703356544,1.824028,405.122131,2.095083,0.322226,0.706634
23/12/2023,11:35:02,1703360128,1.81205,402.375122,2.071175,0.321925,0.696931
23/12/2023,12:35:00,1703363712,1.806904,402.446381,1.99901,0.322123,0.67152
23/12/2023,13:35:01,1703367296,1.808586,402.532532,2.006965,0.322778,0.682913
23/12/2023,14:35:03,1703370880,1.825253,406.188721,2.023404,0.322814,0.674069
23/12/2023,15:35:02,1703374464,1.818243,407.736847,1.758021,0.32366,0.633051
23/12/2023,16:35:04,1703378048,1.823305,408.705658,1.726425,0.323806,0.674761
23/12/2023,17:35:04,1703381760,1.82666,409.875763,1.75237,0.32354,0.724799
23/12/2023,18:35:06,1703385344,1.83153,410.661346,1.883195,0.323265,0.780464
23/12/2023,19:35:06,1703388928,1.842846,410.027008,2.01452,0.322006,0.772208
23/12/2023,20:35:03,1703392512,1.852137,411.112854,2.048267,0.322379,0.754279
23/12/2023,21:35:07,1703396096,1.869025,413.949432,2.030867,0.322695,0.758577
23/12/2023,22:35:08,1703399680,1.858851,414.240784,1.969103,0.322892,0.729431
23/12/2023,23:35:05,1703403264,1.883542,416.944153,1.95174,0.325185,0.703397
24/12/2023,0:35:06,1703406848,1.877583,415.387451,1.953893,0.330164,0.67644
24/12/2023,1:35:09,1703410560,2.023655,419.327118,1.930666,0.325072,0.658121
24/12/2023,2:35:07,1703414144,2.116957,425.666962,1.899625,0.326427,0.644799
24/12/2023,3:35:09,1703417728,2.111662,434.037659,1.925684,0.325574,0.641172
24/12/2023,4:35:09,1703421312,2.117732,430.228363,1.937891,0.324969,0.649347
24/12/2023,5:35:09,1703424896,2.153117,428.73877,1.989738,0.326143,0.652
24/12/2023,6:35:11,1703428480,2.072419,420.287598,2.069555,0.323789,0.641314
24/12/2023,7:35:11,1703432064,1.886785,410.55191,2.042805,0.322885,0.622562
24/12/2023,8:35:06,1703435648,1.83587,407.836975,1.945799,0.322864,0.577464
24/12/2023,9:35:14,1703439360,1.87087,409.338745,1.851381,0.323873,0.584402
24/12/2023,10:35:09,1703442944,1.843134,408.026642,1.763623,0.32394,0.595245
24/12/2023,11:35:12,1703446528,1.833616,406.834198,1.805938,0.323538,0.638054
24/12/2023,12:35:10,1703450112,1.818733,405.50766,1.829259,0.323063,0.741364
24/12/2023,13:35:11,1703453696,1.807127,403.845306,2.032725,0.322247,0.84752
24/12/2023,14:35:13,1703457280,1.805758,403.985046,2.087402,0.322613,0.887106
24/12/2023,15:35:13,1703460864,1.808432,406.377289,2.13721,0.321649,0.877649
24/12/2023,16:35:15,1703464576,1.812387,407.707336,2.271113,0.321656,0.869439
24/12/2023,17:35:14,1703468160,1.806963,407.229431,2.314414,0.321049,0.841662
24/12/2023,18:35:14,1703471744,1.80662,409.091797,2.283211,0.321307,0.785441
24/12/2023,19:35:15,1703475328,1.806887,411.020172,2.291188,0.32134,0.736658
24/12/2023,20:35:16,1703478912,1.822159,410.378906,2.259629,0.321315,0.684847
24/12/2023,21:35:15,1703482496,1.9045,417.391876,2.143549,0.32283,0.598588
24/12/2023,22:35:16,1703486080,1.908971,415.018524,2.002908,0.322464,0.582931
24/12/2023,23:35:17,1703489664,1.82242,406.992798,2.073015,0.321982,0.568024
25/12/2023,0:35:17,1703493376,1.826437,406.761322,2.030786,0.322033,0.566448
25/12/2023,1:35:19,1703496960,1.834422,407.376556,2.047836,0.322167,0.562923
25/12/2023,2:35:18,1703500544,1.834534,407.72934,2.11183,0.322547,0.543829
25/12/2023,3:35:21,1703504128,1.824763,408.30603,2.125065,0.321963,0.529826
25/12/2023,4:35:20,1703507712,1.840503,408.614746,2.135829,0.32121,0.531166
25/12/2023,5:35:18,1703511296,1.852153,408.74588,2.106064,0.322229,0.512709
25/12/2023,6:35:20,1703514880,1.849037,409.461456,2.194995,0.321235,0.508581
25/12/2023,7:35:20,1703518464,1.822879,404.315796,2.248994,0.320981,0.48853
25/12/2023,8:35:20,1703522176,1.810699,403.726166,2.245615,0.321179,0.451926
25/12/2023,9:35:23,1703525760,1.81117,404.184021,2.174968,0.321762,0.47295
25/12/2023,10:35:19,1703529344,1.812088,404.161255,2.255769,0.32123,0.529482
25/12/2023,11:35:21,1703532928,1.814692,403.167389,2.293136,0.321004,0.557687
25/12/2023,12:35:22,1703536512,1.814822,406.56073,2.267601,0.321317,0.565727
25/12/2023,13:35:21,1703540096,1.826754,409.569885,2.238692,0.321247,0.586187
25/12/2023,14:35:23,1703543680,1.823157,414.309723,2.239177,0.321087,0.5842
25/12/2023,15:35:24,1703547264,1.812964,411.193207,2.166929,0.321784,0.537783
25/12/2023,16:35:26,1703550976,1.829097,414.324066,2.068609,0.322529,0.538064
25/12/2023,17:35:24,1703554560,1.846059,421.329498,2.036684,0.322425,0.517334
25/12/2023,18:35:25,1703558144,1.849813,432.200409,2.029206,0.322542,0.514499
25/12/2023,19:35:26,1703561728,1.835836,423.61322,2.094232,0.322029,0.549147
25/12/2023,20:35:25,1703565312,1.828744,418.511688,2.213183,0.322787,0.527072
25/12/2023,21:35:26,1703568896,1.842191,425.110779,2.239096,0.321895,0.513377
25/12/2023,22:35:27,1703572480,1.985233,432.375092,2.229204,0.32649,0.515077
25/12/2023,23:35:27,1703576064,1.992786,453.680359,2.189763,0.325018,0.496138
26/12/2023,0:35:26,1703579776,2.240226,468.684845,2.148488,0.327509,0.49957
26/12/2023,1:35:30,1703583360,2.191307,457.360413,2.134455,0.326958,0.502347
26/12/2023,2:35:28,1703586944,2.004488,426.792145,2.101992,0.322294,0.487579
26/12/2023,3:35:29,1703590528,1.861538,417.437714,1.906249,0.323161,0.467119
26/12/2023,4:35:29,1703594112,1.873188,421.374207,1.911546,0.323358,0.456334
26/12/2023,5:35:28,1703597696,1.983004,421.472412,1.84957,0.323278,0.47197
26/12/2023,6:35:29,1703601280,2.110863,430.415253,1.938065,0.323078,0.487854
26/12/2023,7:35:29,1703604992,2.02884,427.155731,1.882383,0.323462,0.478446
26/12/2023,8:35:30,1703608576,1.943508,420.781494,1.825513,0.323739,0.493064
26/12/2023,9:35:31,1703612160,1.908668,417.949005,1.836748,0.323092,0.513468
26/12/2023,10:35:33,1703615744,1.875522,412.136017,1.88002,0.323192,0.540518
26/12/2023,11:35:31,1703619328,1.844509,410.135437,1.787702,0.323715,0.570386
26/12/2023,12:35:34,1703622912,1.842865,412.333344,1.613466,0.32397,0.636318
26/12/2023,13:35:34,1703626496,1.850478,410.863831,1.67356,0.323739,0.726605
26/12/2023,14:35:35,1703630080,1.84268,409.846954,1.821772,0.322858,0.751031
26/12/2023,15:35:32,1703633792,1.861054,410.239105,1.896996,0.322651,0.788743
26/12/2023,16:35:34,1703637376,1.873427,410.495483,1.778239,0.323339,0.772171
26/12/2023,17:35:32,1703640960,1.858893,415.953857,1.864974,0.323555,0.733401
26/12/2023,18:35:35,1703644544,1.866798,427.428894,1.87607,0.324093,0.714849
26/12/2023,19:35:36,1703648128,1.921273,430.752228,1.865539,0.323947,0.711962
26/12/2023,20:35:36,1703651712,1.872167,421.332733,1.802075,0.323653,0.719739
26/12/2023,21:35:37,1703655296,1.919194,436.029388,1.805206,0.324116,0.715952
26/12/2023,22:35:39,1703658880,2.019479,443.84964,1.824892,0.323984,0.721665
26/12/2023,23:35:37,1703662592,2.228431,454.555359,1.804877,0.325589,0.719807
27/12/2023,0:35:38,1703666176,2.32934,466.002319,1.783934,0.327058,0.716572
27/12/2023,1:35:37,1703669760,2.563226,478.524475,1.766965,0.328163,0.712947
27/12/2023,2:35:38,1703673344,2.407165,483.361389,1.761791,0.329806,0.712806
27/12/2023,3:35:37,1703676928,2.518659,479.171539,1.776974,0.329045,0.703273
27/12/2023,4:35:38,1703680512,2.746937,480.421143,1.804076,0.328832,0.701426
27/12/2023,5:35:37,1703684096,2.573327,462.606903,1.825475,0.327781,0.696987
27/12/2023,6:35:40,1703687680,2.492467,457.556488,1.812489,0.327797,0.671767
27/12/2023,7:35:38,1703691392,2.39133,447.957031,1.760578,0.32688,0.648982
27/12/2023,8:35:40,1703694976,2.151366,435.605835,1.66566,0.326987,0.596244
27/12/2023,9:35:40,1703698560,2.032822,427.644073,1.613277,0.326461,0.622658
27/12/2023,10:35:42,1703702144,1.952338,420.398468,1.576225,0.326769,0.721144
27/12/2023,11:35:42,1703705728,1.908401,419.235321,1.709842,0.325072,0.895113
27/12/2023,12:35:42,1703709312,1.874374,417.041809,1.683626,0.324727,0.975514
27/12/2023,13:35:40,1703712896,1.857728,414.067139,1.601943,0.324607,1.049089
27/12/2023,14:35:43,1703716480,1.843355,410.819275,1.72416,0.323822,1.168235
27/12/2023,15:35:44,1703720192,1.829356,410.081573,1.641217,0.32417,1.215472
27/12/2023,16:35:42,1703723776,1.833632,411.528442,1.651185,0.323787,1.350443
27/12/2023,17:35:43,1703727360,1.830713,410.761414,1.631381,0.323247,1.274198
27/12/2023,18:35:43,1703730944,1.829491,413.774719,1.646305,0.323618,1.266133
