Date Time,PM10_0,RAIN_0,HUMID_1,TEMP_1,WSP_0,WDR_0,SD1_0,WGU_0,PM2.5_0,HUMID_0,TEMP_0,DPTEMP_0,H2O_0,WBTEMP_0,FPTEMP_0,SO2_0,NO_0,NOX_0,NO2_0,NH3_0,WSP_1,WSP_1-Flag,WDR_1,WDR_1-Flag,SD1_1,SD1_1-Flag,WGU_1,WGU_1-Flag,N2O_Pic_0,CH4_Pic_0,CO2_Pic_0,NH3_Pic_0,H2O_Pic_0,NO_1,NOX_1,NO2_1,NH3_1
01-11-2024 00:00,5.412857142857143,0.0,44.935,26.729285714285712,2.9899999999999998,156.67928571428573,10.805714285714286,4.162857142857143,6.925714285714286,83.70857142857143,18.826428571428572,15.96642857142857,11.405,17.022142857142857,15.96642857142857,1.907142857142857,-0.03142857142857143,2.082142857142857,2.1128571428571425,2.0678571428571426,,,,,,,,,0.32,1.9192857142857143,410.205,4.343571428571429,1.8292857142857142,0.22571428571428573,2.6314285714285717,2.404285714285714,0.49642857142857144
01-11-2024 01:00,5.437166666666667,0.006666666666666667,45.7695,26.653000000000002,3.0506666666666664,112.69433333333333,9.027999999999999,4.021833333333333,4.7715000000000005,80.21033333333334,18.544333333333334,15.014000000000001,10.722666666666667,16.3475,15.014000000000001,1.8755,-0.014000000000000002,1.3261666666666667,1.3393333333333333,3.103666666666667,,,,,,,,,0.32,1.8728333333333333,407.4823333333333,4.891333333333334,1.7308333333333332,-0.051333333333333335,1.6273333333333333,1.6789999999999998,0.45249999999999996
01-11-2024 02:00,17.0995,0.0,49.45466666666667,26.564666666666664,2.765,142.31416666666667,10.082166666666666,3.8198333333333334,-0.08833333333333332,78.86183333333334,18.13383333333333,14.357833333333334,10.2775,15.8145,14.357833333333334,2.0101666666666667,0.18666666666666665,1.4388333333333334,1.2515,2.8871666666666664,,,,,,,,,0.3206666666666667,1.8671666666666666,408.7633333333333,4.151,1.6576666666666666,-0.20650000000000002,1.5488333333333335,1.7563333333333333,0.4778333333333333
01-11-2024 03:00,20.193833333333334,0.0,48.977333333333334,26.619666666666667,1.561,202.57816666666668,13.520999999999999,2.148,-0.8119999999999999,79.46583333333334,17.980666666666664,14.3255,10.254333333333333,15.734666666666667,14.3255,1.8861666666666668,0.16849999999999998,4.674166666666666,4.503666666666666,1.5978333333333334,,,,,,,,,0.31933333333333336,1.8996666666666668,413.02750000000003,3.9426666666666668,1.651,0.20500000000000002,4.851166666666667,4.6433333333333335,0.5726666666666667
01-11-2024 04:00,42.95033333333333,0.0,49.505833333333335,26.5885,1.8355,234.468,6.1785,2.1745,3.404166666666667,83.72933333333334,17.764166666666664,14.922,10.663333333333332,16.009,14.922,2.0418333333333334,0.5678333333333333,14.0685,13.503833333333334,2.9985,,,,,,,,,0.3203333333333333,1.9068333333333334,417.5705,4.139666666666667,1.7176666666666667,0.44949999999999996,13.711666666666668,13.2625,0.5705000000000001
01-11-2024 05:00,20.36610169491525,0.0,49.02084745762712,26.613389830508474,3.2013559322033895,239.61864406779662,4.813898305084745,3.658813559322034,7.0684745762711865,86.18762711864406,17.566440677966103,15.182033898305084,10.841694915254237,16.092881355932203,15.182033898305084,2.1055932203389833,1.122542372881356,11.237966101694914,10.104406779661016,4.562372881355932,,,,,,,,,0.32084745762711864,2.0642372881355935,421.16677966101696,4.3691525423728805,1.7442372881355932,2.111864406779661,11.81322033898305,9.704237288135593,0.44542372881355935
01-11-2024 06:00,19.420833333333334,0.0,44.4895,26.9055,2.829333333333333,241.83466666666666,5.4943333333333335,3.305833333333333,8.663333333333332,83.79616666666668,18.408666666666665,15.5565,11.113,16.6225,15.5565,2.0233333333333334,2.9866666666666664,12.243166666666667,9.256,3.714166666666667,,,,,,,,,0.3203333333333333,2.078,419.1236666666666,4.430666666666666,1.7783333333333333,2.7756666666666665,11.894,9.125833333333333,0.6541666666666667
01-11-2024 07:00,16.8605,0.0,40.5555,26.849666666666668,2.3041666666666667,221.08766666666668,10.041166666666667,2.965333333333333,9.180833333333334,77.4835,19.495166666666666,15.383833333333333,10.988333333333333,16.909166666666668,15.383833333333333,2.268333333333333,3.4739999999999998,12.244833333333334,8.772,3.2431666666666668,,,,,,,,,0.32166666666666666,1.9831666666666665,415.35999999999996,4.145333333333333,1.7545,3.728833333333333,12.690499999999998,8.962166666666667,0.5855
01-11-2024 08:00,10.530333333333335,0.0,38.594166666666666,27.304,3.391833333333333,157.88316666666665,13.193000000000001,4.667666666666666,8.608666666666666,68.22616666666667,21.053,14.915833333333333,10.6545,17.188,14.915833333333333,2.0316666666666667,0.8868333333333334,2.808666666666667,1.9215000000000002,3.1214999999999997,,,,,,,,,0.3206666666666667,1.8688333333333336,406.5765,3.958833333333333,1.7041666666666666,0.888,3.414,2.5258333333333334,0.5785
01-11-2024 09:00,23.631833333333336,0.0,38.51,27.628,3.7355,139.98716666666667,10.7995,4.877,2.5021666666666667,66.32483333333333,21.458000000000002,14.869333333333334,10.623,17.297833333333337,14.869333333333334,1.8964999999999999,0.603,2.428,1.8251666666666668,2.3498333333333337,,,,,,,,,0.3205,1.8583333333333334,406.12533333333334,3.9126666666666665,1.6958333333333333,0.5575,2.467,1.9096666666666666,0.5246666666666667
